ARTH353-201809,ARTH353,ARTH,353,201809,F2018,3,B+,3.3,1,001
ARTH354-201609,ARTH354,ARTH,354,201609,F2016,3,A-,3.7,1,001
ATOC181-201109,ATOC181,ATOC,181,201109,F2011,3,B+,3.3,1,001
ATOC181-201509,ATOC181,ATOC,181,201509,F2015,3,B,3.0,1,001
ATOC181-201609,ATOC181,ATOC,181,201609,F2016,3,B+,3.3,1,001
ATOC181-201709,ATOC181,ATOC,181,201709,F2017,3,B+,3.3,1,001
ATOC181-201809,ATOC181,ATOC,181,201809,F2018,3,B,3.0,1,001
ATOC182-201801,ATOC182,ATOC,182,201801,W2018,3,B+,3.3,1,001
ATOC182-201809,ATOC182,ATOC,182,201809,F2018,3,A-,3.7,1,001
ATOC184-201501,ATOC184,ATOC,184,201501,W2015,3,A-,3.7,1,001
ATOC184-201601,ATOC184,ATOC,184,201601,W2016,3,A-,3.7,1,001
ATOC184-201701,ATOC184,ATOC,184,201701,W2017,3,B+,3.3,1,001
ATOC184-201801,ATOC184,ATOC,184,201801,W2018,3,A-,3.7,1,001
ATOC185-201409,ATOC185,ATOC,185,201409,F2014,3,B+,3.3,1,001
ATOC185-201509,ATOC185,ATOC,185,201509,F2015,3,B+,3.3,1,001
ATOC185-201609,ATOC185,ATOC,185,201609,F2016,3,B+,3.3,1,001
ATOC185-201709,ATOC185,ATOC,185,201709,F2017,3,B+,3.3,1,001
ATOC185-201809,ATOC185,ATOC,185,201809,F2018,3,B+,3.3,1,001
ATOC214-201509,ATOC214,ATOC,214,201509,F2015,3,A-,3.7,1,001
ATOC214-201609,ATOC214,ATOC,214,201609,F2016,3,B,3.0,1,001
ATOC214-201709,ATOC214,ATOC,214,201709,F2017,3,B,3.0,1,001
BASC201-201409,BASC201,BASC,201,201409,F2014,3,A-,3.7,1,001
BASC201-201509,BASC201,BASC,201,201509,F2015,3,A,4.0,1,001
BASC201-201609,BASC201,BASC,201,201609,F2016,3,A-,3.7,1,001
BASC201-201709,BASC201,BASC,201,201709,F2017,3,A-,3.7,1,001
BASC201-201809,BASC201,BASC,201,201809,F2018,3,A-,3.7,1,001
BIEN200-201609,BIEN200,BIEN,200,201609,F2016,2,A-,3.7,1,001
BIEN200-201709,BIEN200,BIEN,200,201709,F2017,2,B,3.0,1,001
BIEN200-201809,BIEN200,BIEN,200,201809,F2018,2,A-,3.7,1,001
BIEN210-201701,BIEN210,BIEN,210,201701,W2017,3,A-,3.7,1,001
BIEN210-201801,BIEN210,BIEN,210,201801,W2018,3,A-,3.7,1,001
BIEN290-201709,BIEN290,BIEN,290,201709,F2017,4,A,4.0,1,001
BIEN290-201809,BIEN290,BIEN,290,201809,F2018,4,A,4.0,1,001
BIEN310-201809,BIEN310,BIEN,310,201809,F2018,3,A-,3.7,1,001
BIEN350-201709,BIEN350,BIEN,350,201709,F2017,3,B,3.0,1,001
BIEN350-201809,BIEN350,BIEN,350,201809,F2018,4,B,3.0,1,001
BIEN390-201809,BIEN390,BIEN,390,201809,F2018,3,A-,3.7,1,001
BIEN510-201801,BIEN510,BIEN,510,201801,W2018,3,A,4.0,1,002
BIEN550-201709,BIEN550,BIEN,550,201709,F2017,3,A,4.0,1,002
BIOC212-201501,BIOC212,BIOC,212,201501,W2015,3,B+,3.3,1,001
BIOC212-201601,BIOC212,BIOC,212,201601,W2016,3,B+,3.3,1,001
BIOC212-201701,BIOC212,BIOC,212,201701,W2017,3,B+,3.3,1,001
BIOC212-201801,BIOC212,BIOC,212,201801,W2018,3,B+,3.3,1,001
BIOC220-201601,BIOC220,BIOC,220,201601,W2016,3,B+,3.3,1,001
BIOC220-201701,BIOC220,BIOC,220,201701,W2017,3,B,3.0,1,001
BIOC220-201801,BIOC220,BIOC,220,201801,W2018,3,B+,3.3,1,001
BIOC311-201509,BIOC311,BIOC,311,201509,F2015,3,A-,3.7,1,001
BIOC311-201609,BIOC311,BIOC,311,201609,F2016,3,B+,3.3,1,001
BIOC311-201709,BIOC311,BIOC,311,201709,F2017,3,A-,3.7,1,001
BIOC311-201809,BIOC311,BIOC,311,201809,F2018,3,B,3.0,1,001
BIOC312-201701,BIOC312,BIOC,312,201701,W2017,3,B,3.0,1,001
BIOC312-201801,BIOC312,BIOC,312,201801,W2018,3,B,3.0,1,001
BIOC320-201609,BIOC320,BIOC,320,201609,F2016,3,B+,3.3,1,001
BIOC320-201709,BIOC320,BIOC,320,201709,F2017,3,B+,3.3,1,001
BIOC320-201809,BIOC320,BIOC,320,201809,F2018,3,B+,3.3,1,001
BIOC404-201801,BIOC404,BIOC,404,201801,W2018,3,B+,3.3,1,001
BIOC450-201709,BIOC450,BIOC,450,201709,F2017,3,B+,3.3,1,001
BIOC454-201709,BIOC454,BIOC,454,201709,F2017,3,B+,3.3,1,001
BIOL111-201209,BIOL111,BIOL,111,201209,F2012,3,B+,3.3,1,001
BIOL111-201309,BIOL111,BIOL,111,201309,F2013,3,B+,3.3,1,001
BIOL111-201409,BIOL111,BIOL,111,201409,F2014,3,A-,3.7,1,001
BIOL111-201509,BIOL111,BIOL,111,201509,F2015,3,B+,3.3,1,001
BIOL111-201609,BIOL111,BIOL,111,201609,F2016,3,B+,3.3,1,001
